keyword,author,text,post_time,url,sentiment
#AFL,vibewire.bsky.social,#AFL #BreakingNews #CollingwoodFootballClub #Melbourne,2025-05-05T05:57:38.283Z,https://bsky.app/profile/vibewire.bsky.social/post/3lofoqpfr7k2a,"{'collingwoodfc': 0.0, 'melbournefc': 0.0}"
#AFL,zerohanger.bsky.social,"""That's the reality."" #AFL",2025-05-05T05:33:06.284Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lofnettl6t2t,{'general': 0.0}
#AFL,aussienews.bsky.social,"Rioli was fined for striking Dale on Saturday, but the angst has now spilled off field because of allegations a message was sent by the Port Adelaide forward to one of Dale’s teammates. #news #theage #sport #afl",2025-05-05T05:20:15.886Z,https://bsky.app/profile/aussienews.bsky.social/post/3lofmnukzmu2k,{'weareportadelaide': 0.0}
#AFL,zerohanger.bsky.social,"There were seven perfect games over the weekend, while a new leader has been revealed.

AFLCA Round 8 votes >>> zerohanger.com/XPsLo #AFL",2025-05-05T05:09:05.890Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loflzw4kgx2q,{'general': 0.5719}
#AFL,zerohanger.bsky.social,All of the MVP Votes from Round 8backhand index pointing down #AFL,2025-05-05T04:53:06.884Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lofl5dl2vx2h,{'general': 0.0}
#AFL,sportsindustryau.bsky.social,"Round 8 of the 2025 #AFL season was watched by 1.414m on Seven at an average of 353,000 per broadcast.

Aggregate ratings for the season on Seven are  17.178m with a number of delayed broadcasts and single market live broadcasts unavailable.

Data VOZ",2025-05-05T04:26:00.883Z,https://bsky.app/profile/sportsindustryau.bsky.social/post/3lofjmv7ew22d,{'general': -0.1531}
#AFL,zerohanger.bsky.social,"The new AFL26 game is set to hit the shelves this week, and a host of key player rankings have been revealed.

MORE >>> zerohanger.com/YJtnr #AFL",2025-05-05T04:25:06.286Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lofjlaqw3u2k,{'general': 0.0}
#AFL,crowdiegal.bsky.social,#AFL Both Steven May and Dion Prestia to be charged by Victorian Police over bucks party brawl. Both players have denied any wrong doing | Fox Sports www.foxsports.com.au/afl/afl-news...,2025-05-05T04:03:29.682Z,https://bsky.app/profile/crowdiegal.bsky.social/post/3lofiegvyhs2m,{'weareportadelaide': -0.718}
#AFL,lukefoley.me,So let me get this straight. Willie Rioli struck Bailey Dale in an off the ball incident (which was caught on camera) then sent him a threatening text message sometime afterwards? Crazy shit from Willie if true. #AFL,2025-05-05T03:55:41.980Z,https://bsky.app/profile/lukefoley.me/post/3lofhwoidfk2y,{'general': -0.7561}
#AFL,jessicaperthwa.bsky.social,"www.news.com.au/sport/afl/po.... #AFL Seriously,  what goes on in the field stays on the field. To threaten your opponent  after a game through online posts should see a huge fine and suspension..",2025-05-05T03:39:35.686Z,https://bsky.app/profile/jessicaperthwa.bsky.social/post/3lofgztgpcc2b,{'weareportadelaide': -0.178}
#AFL,zerohanger.bsky.social,This week's Rookie Rankings are in! #AFL,2025-05-05T03:39:07.585Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lofgyzuo6n2o,{'general': 0.0}
#AFL,zerohanger.bsky.social,See which recruits are having the most impact at their new clubs after Round 8 backhand index pointing down #AFL,2025-05-05T03:10:06.687Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lofff5lofo22,{'general': 0.0}
#AFL,sportsindustryau.bsky.social,"Sun May 4 #AuSportTV
Breakdowns

#NRL 
Panthers/Broncos 
Nine 554k (BVOD 72k) Rch 1.316m
Syd 168k Bris 146k

#AFL 
Seven 399k (BVOD 33k) Rch 1.280m
Swans/Giants 
- 58k (7 Syd only)
Hawks/Tigers 
- Mel 120k Adl 38k Per 31k Bri N/A

Lions/Suns 
- 33k (7 mate Bris only)

Data VOZ,  @mediaspyorg",2025-05-05T03:05:17.982Z,https://bsky.app/profile/sportsindustryau.bsky.social/post/3loff4k547c2y,"{'brisbanelions': 0.0, 'gcfc': 0.0, 'gwsgiants': 0.0, 'hawktalk': 0.0, 'weareportadelaide': 0.0, 'richmondfc': 0.0, 'sydneyswans': 0.0}"
#AFL,zerohanger.bsky.social,Read up on the weekend’s standouts from the sixth round of the VFL season. #AFL,2025-05-05T02:26:07.089Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lofcwic4kh2e,{'general': 0.0}
#AFL,zerohanger.bsky.social,"The brother of a Cats speedster, a Richmond VFL forward and another Essendon-linked teen were among the weekend's standouts. #AFL",2025-05-05T02:12:06.280Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lofc5gtwko2o,"{'essendonfc': 0.0, 'geelongcats': 0.0, 'richmondfc': 0.0}"
#AFL,zerohanger.bsky.social,"A pair of ex-teammates are expected to be charged for their alleged involvement in an off-season ""affray"". 

MORE >>>  https//www.zerohanger.com/kEHxr #AFL",2025-05-05T01:57:06.582Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lofbcmezpy2q,{'general': -0.2023}
#AFL,guywholikessport.bsky.social,"Steve Kerr's Warriors are currently playing a game 7, but #aflsaintsfreo made me think about the Warriors' last coach Mark Jackson. 

It struck me that Freo is in their Mark Jackson era. A progressive list playing a regressive game.

#AFL 

www.neds.com.au/blog/2025/05...",2025-05-05T01:55:21.482Z,https://bsky.app/profile/guywholikessport.bsky.social/post/3lofb7epcok2t,"{'fremantlefc': -0.074, 'stkilda': 0.103}"
#AFL,sportsindustryau.bsky.social,"Sunday May 4 #AuSportTV
#NRL 
Panthers/Broncos
Nine 554k (BVOD 72k) Reach 1.316m

#AFL 
Swans/Giants (7 NSW)
Hawks/Tigers (7 Vic/SA/WA, 7m QLD)
Seven 399k (BVOD 33k) Reach 1.280m

Suns/Lions separate broadcast

Data VOZ",2025-05-05T01:47:58.283Z,https://bsky.app/profile/sportsindustryau.bsky.social/post/3lofasbmm422y,"{'brisbanelions': 0.052, 'gcfc': 0.052, 'gwsgiants': 0.052, 'hawktalk': 0.052, 'weareportadelaide': 0.052, 'richmondfc': 0.052, 'sydneyswans': 0.052}"
#AFL,aussienews.bsky.social,This is Smith’s third venture into the headlines this year for an action not involving kicking a football. The key takeouts from round eight. #news #theage #sport #afl,2025-05-05T01:40:30.188Z,https://bsky.app/profile/aussienews.bsky.social/post/3lofaevjsmf2p,{'weareportadelaide': 0.0}
#AFL,zerohanger.bsky.social,"""I feel like the past two weeks we’re getting back to somewhere near what we look like when we play our best footy."" #AFL",2025-05-05T01:26:06.688Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lof7l6nhf32w,{'general': 0.891}
#AFL,milesrandjack.bsky.social,The organised effort by AFL affiliated media to get Harley Reid back to Victoria is nothing more than AFL-endorsed draft tampering. It's designed to stop non-Vic clubs taking top Victorian draftees #afl,2025-05-05T01:23:19.986Z,https://bsky.app/profile/milesrandjack.bsky.social/post/3lof7gbhc6s2x,{'general': -0.1027}
#AFL,aussienews.bsky.social,Sydney defender Lewis Melican's high shot against GWS midfielder Toby Bedford is discussed on Nine's Footy Furnace. #news #theage #sport #afl,2025-05-05T01:20:08.482Z,https://bsky.app/profile/aussienews.bsky.social/post/3lof7aibaze2o,"{'gwsgiants': 0.103, 'weareportadelaide': 0.0}"
#AFL,zerohanger.bsky.social,"""He does battle, and he doesn’t get a lot of protection, I’m not gonna lie."" #AFL",2025-05-05T01:10:07.085Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lof6olx7aw2e,{'general': -0.3818}
#AFL,zerohanger.bsky.social,Tasmania have announced two key acquisitions for their football department. #AFL,2025-05-05T00:26:05.495Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lof47ut4y32o,{'general': 0.0}
#AFL,zerohanger.bsky.social,"""I think he’s really created something in the game."" #AFL",2025-05-05T00:14:07.188Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lof3kgxssm2e,{'general': 0.3167}
#AFL,zerohanger.bsky.social,It has become a trend among the game's biggest names. #AFL,2025-05-04T23:43:06.881Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loezsz3rpu2k,{'general': 0.0}
#AFL,zerohanger.bsky.social,"""I'd rather he do that than not go in there at all."" #AFL",2025-05-04T23:27:07.587Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loeywg5nvk2t,{'general': 0.0}
#AFL,zerohanger.bsky.social,"""What they've been able to do for GWS for a long time, and for our normal key forwards out, we had to look at something different."" #AFL",2025-05-04T23:15:06.683Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loeyawnzhp2w,{'gwsgiants': 0.0}
#AFL,aussienews.bsky.social,"Gun Melbourne midfielder Clayton Oliver will be agitating for another early exit at season's end, according to Nine's chief AFL reporter Tom Morris. #news #theage #sport #afl",2025-05-04T23:00:12.680Z,https://bsky.app/profile/aussienews.bsky.social/post/3loexgbb5jo2n,"{'melbournefc': -0.637, 'weareportadelaide': -0.318}"
#AFL,aussienews.bsky.social,Tasmania's AFL club has secured star recruiting pair Derek Hine and Todd Patterson as it continues preparations to enter the national league. #news #abc #afl #women #s #sports #organisations #sport,2025-05-04T22:40:03.684Z,https://bsky.app/profile/aussienews.bsky.social/post/3loewcax3kh2k,{'weareportadelaide': 0.0}
#AFL,zerohanger.bsky.social,"""I made an error of judgment there playing him. I thought he'd be okay, but he wasn't."" #AFL",2025-05-04T22:32:09.583Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loevu5m6cr22,{'general': 0.0}
#AFL,zerohanger.bsky.social,"""They all might be snookered."" #AFL",2025-05-04T22:16:08.082Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loeuxhspjh2m,{'general': 0.0}
#AFL,aussienews.bsky.social,"This season was described as being the ""best chance"" the team had to be in contention in a decade, but as inconsistencies emerge, questions are being raised about coach Justin Longmuir's tenure.  #news #abc #afl #sport",2025-05-04T22:00:06.385Z,https://bsky.app/profile/aussienews.bsky.social/post/3loeu2siafm2j,{'weareportadelaide': 0.0}
#AFL,zerohanger.bsky.social,"The Cats are counting their injuries from the narrow victory over Collingwood.

DETAILS >>> zerohanger.com/MKJcD #AFL",2025-05-04T21:42:06.983Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loet2naxyu2s,"{'collingwoodfc': 0.0, 'geelongcats': 0.0}"
#AFL,zerohanger.bsky.social,"Melbourne veteran Jake Melksham was involved in a contentious contest that the AFL has recently cracked down on.

MRO NEWS >>> zerohanger.com/ZwDof #AFL",2025-05-04T21:29:05.504Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loesdethqc2r,{'melbournefc': -0.296}
#AFL,zerohanger.bsky.social,"Disgraced former AFL players Tarryn Thomas has found himself in hot water once again.

DETAILS >>> zerohanger.com/NtRCh #AFL",2025-05-04T21:10:05.890Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loerbfxgdh2o,{'general': -0.4588}
#AFL,zerohanger.bsky.social,"Zak Butters' management met with a rival club in recent weeks, but there's been a major update on where he'll be in 2026.

STORY >>> zerohanger.com/NzKiw #AFL",2025-05-04T20:54:07.190Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loeqesy22z2e,{'general': 0.0}
#AFL,moxon-will.bsky.social,"Round 8 2144

Dropped about 600 places to 9,648. Defenders were fine, just a couple really poor scores stopped me moving up. Pickett I brought in a couple weeks ago and was poor
kitchen knife  Sanders, Lindsay, Pickett, TDK? 
eyes  Hustwaite, Gawn, Schultz?

#AFL #AFLFantasy",2025-05-04T20:41:01.486Z,https://bsky.app/profile/moxon-will.bsky.social/post/3loepnec4ls2v,{'general': -0.7856}
#AFL,zerohanger.bsky.social,"Will Max Gawn break the All-Australian record before his time is up?

A former coach thinks he could.

MORE >>> zerohanger.com/MjwUc #AFL",2025-05-04T20:38:07.787Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loepia3wma2s,{'general': 0.0}
#AFL,zerohanger.bsky.social,"Sydney defender Lewis Melican could be in strife after an errant strike caught GWS speedster Toby Bedford, leaving him with ""blurred vision"".

MRO NEWS >>> zerohanger.com/OyiDo #AFL",2025-05-04T20:27:05.682Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loeouiyxot22,{'gwsgiants': 0.226}
#AFL,zerohanger.bsky.social,"West Coast coach Andrew McQualter provided an injury update on veteran Elliot Yeo.

MORE >>> zerohanger.com/iryTZ #AFL",2025-05-04T20:09:06.116Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loenudrh5b2t,{'general': -0.4215}
#AFL,zerohanger.bsky.social,"The Western Bulldogs were faultless on Saturday against Port Adelaide, and coach Luke Beveridge is buoyed by the emerging stars.

MORE >>> zerohanger.com/kxPBi #AFL",2025-05-04T19:54:07.082Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loemzkdmou2k,"{'weareportadelaide': 0.459, 'westernbulldogs': 0.459}"
#AFL,emarktaylor.bsky.social,#AFL,2025-05-04T19:44:43.687Z,https://bsky.app/profile/emarktaylor.bsky.social/post/3loemit6ggc2o,{'general': 0.0}
#AFL,zerohanger.bsky.social,"Craig McRae says some of the umpiring calls in the narrow loss were ""stiff"", but refused to blame the decisions on the result.

STORY >>> zerohanger.com/vpSim #AFL",2025-05-04T19:42:05.486Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loeme263r72l,{'general': -0.7615}
#AFL,zerohanger.bsky.social,"Adelaide coach Matthew Nicks was pleased with the depth options who came in and filled important roles.

DETAILS >>> zerohanger.com/RZdFP #AFL",2025-05-04T17:42:07.308Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loefnihvtb2l,{'weareportadelaide': 0.572}
#AFL,ausfbassocna.bsky.social,"The AFL 26 video game will be released on May 8th, on Windows, PS4, PS5, Xbox One & Xbox Series X, Nintendo Switch 2 in development. US fans who want to order should check with Australian retailer websites such as JB Hi-Fi & EB Games))

tinyurl.com/2avlslhv

#AFL #AFL26 #gamers @johnsonleung18",2025-05-04T17:29:44.988Z,https://bsky.app/profile/ausfbassocna.bsky.social/post/3loeexde2gk2u,{'general': 0.0772}
#AFL,AusFbAssocNA.federated.press.ap.brid.gy,"The AFL 26 video game will be released on May 8th, on Windows, PS4, PS5, Xbox One and Xbox Series X, with a version for Nintendo Switch 2 in development. Covers men's and women's comps, and will introduce new bump and marking systems, a rookie career mode and […] 

[Original post on federated.press]",2025-05-04T17:27:58.992Z,https://bsky.app/profile/AusFbAssocNA.federated.press.ap.brid.gy/post/3loeet5zj7zx2,{'general': 0.3182}
#AFL,ausfbassocna.bsky.social,"Chris Kowald looked in on the Eagles vs Demons match at Optus Oval in Perth. Read his account of the match at #AFANA 

www.afana.com/.../gawns-de...
#AFL #westcoasteagles #melbournedemons @chris.kowald.37",2025-05-04T17:04:54.887Z,https://bsky.app/profile/ausfbassocna.bsky.social/post/3loedkv77a22u,"{'melbournefc': 0.0, 'westcoasteagles': 0.0}"
#AFL,AusFbAssocNA.federated.press.ap.brid.gy,"Chris Kowald looked in on the Eagles vs Demons match at Optus Oval in Perth. Read his account of the match at #AFANA 
https//www.afana.com/news/2025/05/04/gawns-demons-down-desperate-eagles
#AFL #westcoasteagles #melbournedemons @chris.kowald.37",2025-05-04T17:06:22.286Z,https://bsky.app/profile/AusFbAssocNA.federated.press.ap.brid.gy/post/3loedjl23tju2,"{'melbournefc': 0.0, 'westcoasteagles': 0.0}"
#AFL,sportsindustryau.bsky.social,"Round 8 of the 2025 #AFL season was attended by 366,530 at an average of 40,726 (71% capacity).

The season to date has been attended by 2.834m at an average of 39,925 per match (68% capacity). This is up 0.42% YoY.",2025-05-04T14:15:13.789Z,https://bsky.app/profile/sportsindustryau.bsky.social/post/3loe23gfe222o,{'general': 0.0}
#AFL,aussienews.bsky.social,"Just where can the Lions’ brotherly duo end up by the time their careers end? Based on the biggest QClash in the history of the concept, extremely far. #news #theage #sport #afl",2025-05-04T14:00:05.600Z,https://bsky.app/profile/aussienews.bsky.social/post/3lodzai2iso2n,"{'brisbanelions': 0.0, 'weareportadelaide': 0.0}"
#AFL,zerohanger.bsky.social,"After suffering his second biggest defeat against the Western Bulldogs, Port Adelaide coach Ken Hinkley is expecting a response.

MORE >>> zerohanger.com/xMQjl #AFL",2025-05-04T13:36:07.085Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lodxvmylve2k,"{'weareportadelaide': -0.727, 'westernbulldogs': -0.727}"
#AFL,vietp86.bsky.social,"Back to the future and back on top of the AFL (formerly VFL) ladder.

bear brown heart yellow heart

#AFL #AFLBearsSuns #AFLLionsSuns",2025-05-04T13:00:48.191Z,https://bsky.app/profile/vietp86.bsky.social/post/3lodvw7vnys2r,"{'brisbanelions': 0.856, 'gcfc': 0.856}"
#AFL,sirswampthing.bsky.social,"List of rounds in the top 8 era where the team on top of the ladder had the lowest percentage of all the teams in the 8
2025 R08

 #AFL",2025-05-04T12:51:34.180Z,https://bsky.app/profile/sirswampthing.bsky.social/post/3lodvfwjfjc2y,{'general': 0.0}
#AFL,wheeloratings.com,"Expected Scores

Brisbane v Gold Coast, Round 8

Match Stats
wheeloratings.com/afl match st...

#AFLLionsSuns #AFL",2025-05-04T12:50:08.880Z,https://bsky.app/profile/wheeloratings.com/post/3lodvd72xpk26,"{'brisbanelions': 0.0, 'gcfc': 0.0}"
#AFL,zerohanger.bsky.social,"Round 11. Bailey Smith vs the Western Bulldogs. The stage is set.

And the cheeky jibes between Smith and Marcus Bontempelli added more fuel to the fire.

STORY >>> zerohanger.com/dDKLE #AFL",2025-05-04T12:45:05.893Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lodv2fmpzu2v,{'westernbulldogs': 0.0}
#AFL,aflplayerratings.bsky.social,"2025 Round 8 - Brisbane Lions v Gold Coast SUNS
#AFLLionsSUNS
#AFL",2025-05-04T12:27:01.882Z,https://bsky.app/profile/aflplayerratings.bsky.social/post/3lodu22x3nu2o,"{'brisbanelions': 0.0, 'gcfc': 0.0}"
#AFL,moxon-will.bsky.social,"The Ashcroft brothers were brilliant, Cameron and Ah Chee had their shooting boots on just a great Lions performance. Suns didn't really turn up and have shown us recently they do have a dreadful performance in them. Still expecting them to be a threat #AFL #AFLLionsSuns",2025-05-04T11:59:47.284Z,https://bsky.app/profile/moxon-will.bsky.social/post/3lodsjferm227,"{'brisbanelions': 0.155, 'gcfc': -0.484}"
#AFL,zerohanger.bsky.social,"Collingwood coach Craig McRae revealed a pre-game incident with Geelong star Patrick Dangerfield that could've spurred him on.

MORE >>> zerohanger.com/MIUTS #AFL",2025-05-04T11:52:06.285Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lods3nds5h2l,"{'collingwoodfc': 0.0, 'geelongcats': 0.0}"
#AFL,aussienews.bsky.social,Charlie Cameron flies high to take a big mark in the Q-Clash #news #theage #sport #afl,2025-05-04T11:40:08.381Z,https://bsky.app/profile/aussienews.bsky.social/post/3lodrg6wye22p,{'weareportadelaide': 0.0}
#AFL,moxon-will.bsky.social,The Aschroft brothers are something special #AFL #AFLLionsSuns,2025-05-04T11:39:13.385Z,https://bsky.app/profile/moxon-will.bsky.social/post/3lodremtjac27,"{'brisbanelions': 0.402, 'gcfc': 0.402}"
#AFL,p-terg.bsky.social,"30’48” ¾-time@the’Gabba
@brisbanelions.bsky.social 1.4 4.8 9.9 (63) C.Cameron, C.Ah Chee 3; J.Berry, C.McKenna, D.Gardiner;
@goldcoastsuns.bsky.social 1.1 3.3 4.5 (29) D.Swallow,* M.Andrew, J. Walter, Ben King
#AFL #AFLRound8 #AFLLionsSuns  #Uncaged",2025-05-04T11:30:25.582Z,https://bsky.app/profile/p-terg.bsky.social/post/3lodquradyc2o,"{'brisbanelions': 0.0, 'gcfc': 0.0}"
#AFL,zerohanger.bsky.social,"Rhys Stanley's injury has put a spanner in Geelong's ruck works, but the potential return of defender Jack Henry could assist in the matter.

DETAILS >>> zerohanger.com/FabbY #AFL",2025-05-04T11:00:06.483Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lodp6o26ik2t,{'geelongcats': -0.039}
#AFL,p-terg.bsky.social,"27’29” ½-time@the’Gabba
@brisbanelions.bsky.social 1.4 4.8 (32) C.Caneron 2; J.Berry, C.McKenna;
@goldcoastsuns.bsky.social 1.1 3.2 (20) D.Swallow, M.Andrew, J. Walter
#AFL #AFLRound8 #AFLLionsSuns  #Uncaged #GoldCoast",2025-05-04T10:33:59.184Z,https://bsky.app/profile/p-terg.bsky.social/post/3lodnpt3l522o,"{'brisbanelions': 0.0, 'gcfc': 0.0}"
#AFL,zerohanger.bsky.social, #AFL,2025-05-04T10:33:06.481Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lodnoehz752o,{'general': 0.0}
#AFL,zerohanger.bsky.social,"""But none of the phases came together today, it was hard work the whole day.""

Carlton coach laments poor road performance >>> zerohanger.com/TZtTi #AFL",2025-05-04T10:04:06.285Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lodm2jgvrj2k,{'carltonblues': -0.681}
#AFL,p-terg.bsky.social,"27’29”¼-time@the’Gabba
@brisbanelions.bsky.social 1.4 (10) J.Berry 28’;
@goldcoastsuns.bsky.social 1.1 (7) D.Swallow 3’
#AFL #AFLRound8 #AFLLionsSuns  #Uncaged #GoldCoast",2025-05-04T10:02:14.384Z,https://bsky.app/profile/p-terg.bsky.social/post/3lodlx2smzc2o,"{'brisbanelions': 0.0, 'gcfc': 0.0}"
#AFL,aussienews.bsky.social,Nathan Brown believes the Pies may need to give Jordan De Goey a 4-6 week block of training but not playing to get him back to full fitness. #news #theage #sport #afl,2025-05-04T10:00:06.585Z,https://bsky.app/profile/aussienews.bsky.social/post/3lodlteafln2k,"{'collingwoodfc': -0.049, 'weareportadelaide': 0.0}"
#AFL,labrooy61.bsky.social,Well if that isn't the worst 50m penalty decision ever then I don't know what is.  #AFL #LionsSuns,2025-05-04T09:55:18.887Z,https://bsky.app/profile/labrooy61.bsky.social/post/3lodlkrkwck2i,"{'brisbanelions': 0.0, 'gcfc': 0.0}"
#AFL,zerohanger.bsky.social,The findings from Saturday’s games have been handed down. #AFL,2025-05-04T09:10:06.283Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lodizx6cup2l,{'general': 0.0}
#AFL,wheeloratings.com,"Expected Scores

Hawthorn v Richmond, Round 8

Match Stats
wheeloratings.com/afl match st...

#AFLHawksTigers #AFL",2025-05-04T09:06:46.583Z,https://bsky.app/profile/wheeloratings.com/post/3loditusu322m,"{'hawktalk': 0.0, 'richmondfc': 0.0}"
#AFL,wheeloratings.com,"Expected Scores

Sydney v Greater Western Sydney, Round 8

Match Stats
wheeloratings.com/afl match st...

#AFLSwansGiants #AFL",2025-05-04T09:06:38.886Z,https://bsky.app/profile/wheeloratings.com/post/3loditlv7h22q,"{'gwsgiants': 0.361, 'sydneyswans': 0.361}"
#AFL,p-terg.bsky.social,#AFL #AFLRound8 #AFLHawksTigers #GoHawthorn #GoTiges,2025-05-04T08:43:50.085Z,https://bsky.app/profile/p-terg.bsky.social/post/3lodhkxwn5k2z,"{'hawktalk': 0.0, 'richmondfc': 0.0}"
#AFL,p-terg.bsky.social,"30’52” ¾-time@MCG
#HawthornFC 2.5 7.8 11.11 (77)  N.Watson 3; J.Ginnivan, J.Gunston 2; L.Breust, F.Maginness, J.Sicily, M.Chol;
#RichmondFC 0.3 2.4 4.4 (28) S.Campbell, J.Faull, R.Mansell, S. Green
#AFL #AFLRound8 #AFLHawksTigers #GoHawthorn #GoTiges",2025-05-04T08:41:01.083Z,https://bsky.app/profile/p-terg.bsky.social/post/3lodhftgnv22z,"{'hawktalk': 0.0, 'richmondfc': 0.0}"
#AFL,aflplayerratings.bsky.social,"2025 Round 8 - Hawthorn v Richmond
#AFLHawksTigers
#AFL",2025-05-04T08:37:20.985Z,https://bsky.app/profile/aflplayerratings.bsky.social/post/3lodh7eq2l326,"{'hawktalk': 0.0, 'richmondfc': 0.0}"
#AFL,aflplayerratings.bsky.social,"2025 Round 8 - Sydney Swans v GWS GIANTS
#AFLSwansGIANTS
#AFL",2025-05-04T08:36:35.083Z,https://bsky.app/profile/aflplayerratings.bsky.social/post/3lodh5yuv4t2s,"{'gwsgiants': 0.0, 'sydneyswans': 0.0}"
#AFL,p-terg.bsky.social,"31’17” ½-time@MCG
#HawthornFC 2.5 7.8 (50) L.Breust, F.Maginness, J.Ginnivan, J.Sicily, M.Chol, J.Gunston, N.Watson;
#RichmondFC 0.3 2.4 (16) S.Campbell, J.Faull
#AFL #AFLRound8 #AFLHawksTigers #GoHawthorn #GoTiges",2025-05-04T08:33:05.985Z,https://bsky.app/profile/p-terg.bsky.social/post/3lodgxmtwrc2z,"{'hawktalk': 0.0, 'richmondfc': 0.0}"
#AFL,p-terg.bsky.social,"27’17” ¼-time@MCG
#HawthornFC 2.5 (17) L.Breust 11’; F.Maginness 26’
#RichmondFC 0.3 (3)
#AFL #AFLRound8 #AFLHawksTigers #GoHawthorn #GoTiges",2025-05-04T08:29:50.684Z,https://bsky.app/profile/p-terg.bsky.social/post/3lodgrlyqas2z,"{'hawktalk': 0.0, 'richmondfc': 0.0}"
#AFL,zerohanger.bsky.social,TEAM NEWS Brisbane and Gold Coast have finalised their lineups for the match at Gabba. Who are you tipping to win? #AFL,2025-05-04T08:26:06.686Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lodglbskqh2k,{'general': 0.5859}
#AFL,vietp86.bsky.social,"The latest of many Hawthorn wins in the 100 years of their history.

brown heart yellow heart

#AFL #AFLHawksTigers",2025-05-04T08:11:33.185Z,https://bsky.app/profile/vietp86.bsky.social/post/3lodfqycusk27,"{'hawktalk': 0.714, 'richmondfc': 0.856}"
#AFL,espnaustralia.bsky.social,"Hawthorn dominate Richmond at the MCG by 65 points! clapping hands

#AFL ",2025-05-04T08:08:25.081Z,https://bsky.app/profile/espnaustralia.bsky.social/post/3lodfln63yc2x,"{'hawktalk': -0.2, 'richmondfc': -0.2}"
#AFL,sirswampthing.bsky.social,"2025 R08 is the first QClash where both sides have been sitting inside the top 8 coming into the match

 #AFLLionsSuns #AFL",2025-05-04T08:08:18.784Z,https://bsky.app/profile/sirswampthing.bsky.social/post/3lodflhsmo22n,"{'brisbanelions': 0.202, 'gcfc': 0.202}"
#AFL,jf666.bsky.social,"brown circle yellow circle
#AFLHawksTigers
#AFL",2025-05-04T08:01:54.184Z,https://bsky.app/profile/jf666.bsky.social/post/3lodf7oabvk24,"{'hawktalk': 0.0, 'richmondfc': 0.0}"
#AFL,wraiyth.bsky.social,"I know that playing in that Richmond forward line would be tough, but jeez Tom Lynch looks absolutely cooked... #AFL",2025-05-04T07:47:00.385Z,https://bsky.app/profile/wraiyth.bsky.social/post/3lodefelwws2y,{'richmondfc': 0.039}
#AFL,topend-tiger.bsky.social,#afl freekick Hawthorn,2025-05-04T07:41:33.180Z,https://bsky.app/profile/topend-tiger.bsky.social/post/3lode3m7m4s2w,{'hawktalk': 0.0}
#AFL,zerohanger.bsky.social,"A war with words between Bailey Smith and Marcus Bontempelli has erupted, making the Round 11 clash even more intriguing.

STORY >>> zerohanger.com/dDKLE #AFL",2025-05-04T07:39:05.693Z,https://bsky.app/profile/zerohanger.bsky.social/post/3loddx7wx4s22,{'general': -0.5994}
#AFL,sirswampthing.bsky.social,"500 V/AFL career goals
Fastest to slowest
  4y 44d - Peter Hudson
  5y 3d - John Coleman
  5y 13d - Jason Dunstall
  5y 365d - Bob Pratt
    ..
  14y 346d - JACK GUNSTON
  15y 15d - Chris Grant
  15y 282d - Simon Madden
  19y 276d - Brent Harvey

 #AFLHawksTigers #AFL",2025-05-04T07:17:23.382Z,https://bsky.app/profile/sirswampthing.bsky.social/post/3lodcqf6res2n,"{'hawktalk': 0.361, 'richmondfc': 0.361}"
#AFL,zerohanger.bsky.social,The league has been steadfast in ruling this action out. #AFL,2025-05-04T07:02:08.882Z,https://bsky.app/profile/zerohanger.bsky.social/post/3lodbv4hyqq2t,{'general': 0.25}
